,id,point,type,site
34,7c54d613-bec5-4a5d-84a8-e83e97990809,http://buildsys.org/ontologies/bldg1#bldg1.AHU.AHU01.Cooling_Valve_Output,https://brickschema.org/schema/Brick#Cooling_Command,bldg1
35,7c54d613-bec5-4a5d-84a8-e83e97990809,http://buildsys.org/ontologies/bldg1#bldg1.AHU.AHU01.Cooling_Valve_Output,https://brickschema.org/schema/Brick#Cooling_Command,bldg1
36,4e67515a-197e-4202-a350-c7b5c79f9f09,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107B.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
37,4e67515a-197e-4202-a350-c7b5c79f9f09,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107B.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
38,2a1baa2b-a062-4758-b791-c7000e74abe1,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM120.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
39,2a1baa2b-a062-4758-b791-c7000e74abe1,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM120.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
40,cc3e347c-2099-4199-ae71-e1a9004f9f63,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM112.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
41,cc3e347c-2099-4199-ae71-e1a9004f9f63,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM112.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
42,54313725-da1e-477a-8ec7-1ad256e0a2d7,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM103.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
43,54313725-da1e-477a-8ec7-1ad256e0a2d7,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM103.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
44,68bb9792-c054-4238-8f3b-3b29d8bc2f82,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM115.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
45,68bb9792-c054-4238-8f3b-3b29d8bc2f82,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM115.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
46,4874907e-a808-4a6b-bdd4-e37a0b094478,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107B.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
47,4874907e-a808-4a6b-bdd4-e37a0b094478,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107B.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
48,59b93fef-a0ab-4f2d-a036-01c62bfa8a4a,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107A.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
49,59b93fef-a0ab-4f2d-a036-01c62bfa8a4a,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107A.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
50,bef4c510-4130-4440-a60f-3e6458cc971c,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM115.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
51,bef4c510-4130-4440-a60f-3e6458cc971c,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM115.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
52,01b69ab8-b5bb-4cc4-ac30-692f4544fc5e,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM103.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
53,01b69ab8-b5bb-4cc4-ac30-692f4544fc5e,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM103.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
54,2cb39f2b-27e0-4611-a663-2de371007ff7,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107A.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
55,2cb39f2b-27e0-4611-a663-2de371007ff7,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107A.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
56,61dfafca-749c-40db-8e53-9b8d3385f4e4,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM100.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
57,61dfafca-749c-40db-8e53-9b8d3385f4e4,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM100.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
58,cdd68af8-e620-4212-8056-6dc1c80e2bc7,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM100.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
59,cdd68af8-e620-4212-8056-6dc1c80e2bc7,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM100.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
60,aaaf9ec7-f065-4186-a42c-01c2e485504e,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM112.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
61,aaaf9ec7-f065-4186-a42c-01c2e485504e,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM112.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
62,c08c7bb8-09f1-4fa1-89ee-57af8b124e47,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM110.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
63,c08c7bb8-09f1-4fa1-89ee-57af8b124e47,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM110.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
64,8d174041-2640-4619-9c09-6d241eb742fc,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM120.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
65,8d174041-2640-4619-9c09-6d241eb742fc,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM120.Zone_Air_Control_Temp,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
66,b95e9adf-8a0d-40e5-bd59-2188619390d4,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM110.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
67,b95e9adf-8a0d-40e5-bd59-2188619390d4,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM110.Zone_Air_Temp_Setpoint,https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,bldg1
68,e0e463f3-1526-4ab5-972b-01e4a3d9cba9,http://buildsys.org/ontologies/bldg1#bldg1.AHU.AHU01.Return_Air_Temp,https://brickschema.org/schema/Brick#Return_Air_Temperature_Sensor,bldg1
69,e0e463f3-1526-4ab5-972b-01e4a3d9cba9,http://buildsys.org/ontologies/bldg1#bldg1.AHU.AHU01.Return_Air_Temp,https://brickschema.org/schema/Brick#Return_Air_Temperature_Sensor,bldg1
70,6873c895-0d95-4225-95a4-a8a6df92fee6,http://buildsys.org/ontologies/bldg1#bldg1.AHU.AHU02.Return_Air_Temp,https://brickschema.org/schema/Brick#Return_Air_Temperature_Sensor,bldg1
71,6873c895-0d95-4225-95a4-a8a6df92fee6,http://buildsys.org/ontologies/bldg1#bldg1.AHU.AHU02.Return_Air_Temp,https://brickschema.org/schema/Brick#Return_Air_Temperature_Sensor,bldg1
72,71f13305-9b79-4695-815c-98ca2ac3b6ee,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM103.Zone_Supply_Air_Temp,https://brickschema.org/schema/Brick#Supply_Air_Temperature_Sensor,bldg1
73,71f13305-9b79-4695-815c-98ca2ac3b6ee,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM103.Zone_Supply_Air_Temp,https://brickschema.org/schema/Brick#Supply_Air_Temperature_Sensor,bldg1
74,2ff13864-c092-4f38-9885-95308c66dd6c,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM100.Zone_Supply_Air_Temp,https://brickschema.org/schema/Brick#Supply_Air_Temperature_Sensor,bldg1
75,2ff13864-c092-4f38-9885-95308c66dd6c,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU02.RM100.Zone_Supply_Air_Temp,https://brickschema.org/schema/Brick#Supply_Air_Temperature_Sensor,bldg1
76,469e6e6f-c54b-4a58-a5e5-fae1442e04bd,http://buildsys.org/ontologies/bldg1#bldg1.AHU.AHU01.Supply_Air_Temp,https://brickschema.org/schema/Brick#Supply_Air_Temperature_Sensor,bldg1
77,469e6e6f-c54b-4a58-a5e5-fae1442e04bd,http://buildsys.org/ontologies/bldg1#bldg1.AHU.AHU01.Supply_Air_Temp,https://brickschema.org/schema/Brick#Supply_Air_Temperature_Sensor,bldg1
78,6ff31387-db42-48a8-a675-2876e9d95639,http://buildsys.org/ontologies/bldg1#bldg1.ZONE.AHU01.RM107A.Zone_Supply_Air_Temp,https://brickschema.org/schema/Brick#Supply_Air_Temperature_Sensor,bldg1
